Running simulation: 3 nodes, scenario 1b.
0.20372 464 0 0.20372 1.6e-05 0.2 0.003704
0.203728 465 0 0.203728 1.6e-05 0.2 0.003712
0.203736 466 0 0.203736 1.6e-05 0.2 0.00372
0.203744 467 0 0.203744 1.6e-05 0.2 0.003728
0.203752 468 0 0.203752 1.6e-05 0.2 0.003736
0.20376 469 0 0.20376 1.6e-05 0.2 0.003744
0.203768 470 0 0.203768 1.6e-05 0.2 0.003752
0.203776 471 0 0.203776 1.6e-05 0.2 0.00376
0.203784 472 0 0.203784 1.6e-05 0.2 0.003768
0.203792 473 0 0.203792 1.6e-05 0.2 0.003776
0.2038 474 0 0.2038 1.6e-05 0.2 0.003784
0.203808 475 0 0.203808 1.6e-05 0.2 0.003792
0.203816 476 0 0.203816 1.6e-05 0.2 0.0038
0.203824 477 0 0.203824 1.6e-05 0.2 0.003808
0.203832 478 0 0.203832 1.6e-05 0.2 0.003816
0.20384 479 0 0.20384 1.6e-05 0.2 0.003824
0.203848 480 0 0.203848 1.6e-05 0.2 0.003832
0.203856 481 0 0.203856 1.6e-05 0.2 0.00384
0.203864 482 0 0.203864 1.6e-05 0.2 0.003848
0.203872 483 0 0.203872 1.6e-05 0.2 0.003856
0.20388 484 0 0.20388 1.6e-05 0.2 0.003864
0.203888 485 0 0.203888 1.6e-05 0.2 0.003872
0.203896 486 0 0.203896 1.6e-05 0.2 0.00388
0.203904 487 0 0.203904 1.6e-05 0.2 0.003888
0.203912 488 0 0.203912 1.6e-05 0.2 0.003896
0.20392 489 0 0.20392 1.6e-05 0.2 0.003904
0.203928 490 0 0.203928 1.6e-05 0.2 0.003912
0.203936 491 0 0.203936 1.6e-05 0.2 0.00392
0.203944 492 0 0.203944 1.6e-05 0.2 0.003928
0.203952 493 0 0.203952 1.6e-05 0.2 0.003936
0.20396 494 0 0.20396 1.6e-05 0.2 0.003944
0.203968 495 0 0.203968 1.6e-05 0.2 0.003952
0.203976 496 0 0.203976 1.6e-05 0.2 0.00396
0.203984 497 0 0.203984 1.6e-05 0.2 0.003968
0.203992 498 0 0.203992 1.6e-05 0.2 0.003976
0.204 499 0 0.204 1.6e-05 0.2 0.003984
0.204008 500 0 0.204008 1.6e-05 0.2 0.003992
0.204016 501 0 0.204016 1.6e-05 0.2 0.004
0.204024 502 0 0.204024 1.6e-05 0.2 0.004008
0.204032 503 0 0.204032 1.6e-05 0.2 0.004016
0.20404 504 0 0.20404 1.6e-05 0.2 0.004024
0.204048 505 0 0.204048 1.6e-05 0.2 0.004032
0.204056 506 0 0.204056 1.6e-05 0.2 0.00404
0.204064 507 0 0.204064 1.6e-05 0.2 0.004048
0.204072 508 0 0.204072 1.6e-05 0.2 0.004056
0.20408 509 0 0.20408 1.6e-05 0.2 0.004064
0.204088 510 0 0.204088 1.6e-05 0.2 0.004072
0.204096 511 0 0.204096 1.6e-05 0.2 0.00408
0.204104 512 0 0.204104 1.6e-05 0.2 0.004088
0.204112 513 0 0.204112 1.6e-05 0.2 0.004096
0.20412 514 0 0.20412 1.6e-05 0.2 0.004104
0.204128 515 0 0.204128 1.6e-05 0.2 0.004112
0.204136 516 0 0.204136 1.6e-05 0.2 0.00412
0.204144 517 0 0.204144 1.6e-05 0.2 0.004128
0.204152 518 0 0.204152 1.6e-05 0.2 0.004136
0.20416 519 0 0.20416 1.6e-05 0.2 0.004144
0.204168 520 0 0.204168 1.6e-05 0.2 0.004152
0.204176 521 0 0.204176 1.6e-05 0.2 0.00416
0.204184 522 0 0.204184 1.6e-05 0.2 0.004168
0.204192 523 0 0.204192 1.6e-05 0.2 0.004176
0.2042 524 0 0.2042 1.6e-05 0.2 0.004184
0.204208 525 0 0.204208 1.6e-05 0.2 0.004192
0.204216 526 0 0.204216 1.6e-05 0.2 0.0042
0.204224 527 0 0.204224 1.6e-05 0.2 0.004208
0.204232 528 0 0.204232 1.6e-05 0.2 0.004216
0.20424 529 0 0.20424 1.6e-05 0.2 0.004224
0.204248 530 0 0.204248 1.6e-05 0.2 0.004232
0.204256 531 0 0.204256 1.6e-05 0.2 0.00424
0.204264 532 0 0.204264 1.6e-05 0.2 0.004248
0.204272 533 0 0.204272 1.6e-05 0.2 0.004256
0.20428 534 0 0.20428 1.6e-05 0.2 0.004264
0.204288 535 0 0.204288 1.6e-05 0.2 0.004272
0.204296 536 0 0.204296 1.6e-05 0.2 0.00428
0.204304 537 0 0.204304 1.6e-05 0.2 0.004288
0.204312 538 0 0.204312 1.6e-05 0.2 0.004296
0.20432 539 0 0.20432 1.6e-05 0.2 0.004304
0.204328 540 0 0.204328 1.6e-05 0.2 0.004312
0.204336 541 0 0.204336 1.6e-05 0.2 0.00432
0.204344 542 0 0.204344 1.6e-05 0.2 0.004328
0.204352 543 0 0.204352 1.6e-05 0.2 0.004336
0.20436 544 0 0.20436 1.6e-05 0.2 0.004344
0.204368 545 0 0.204368 1.6e-05 0.2 0.004352
0.204376 546 0 0.204376 1.6e-05 0.2 0.00436
0.204384 547 0 0.204384 1.6e-05 0.2 0.004368
0.204392 548 0 0.204392 1.6e-05 0.2 0.004376
0.2044 549 0 0.2044 1.6e-05 0.2 0.004384
0.204408 550 0 0.204408 1.6e-05 0.2 0.004392
0.204416 551 0 0.204416 1.6e-05 0.2 0.0044
0.204424 552 0 0.204424 1.6e-05 0.2 0.004408
0.204432 553 0 0.204432 1.6e-05 0.2 0.004416
0.20444 554 0 0.20444 1.6e-05 0.2 0.004424
0.204448 555 0 0.204448 1.6e-05 0.2 0.004432
0.204456 556 0 0.204456 1.6e-05 0.2 0.00444
0.204464 557 0 0.204464 1.6e-05 0.2 0.004448
0.204472 558 0 0.204472 1.6e-05 0.2 0.004456
0.20448 559 0 0.20448 1.6e-05 0.2 0.004464
0.204488 560 0 0.204488 1.6e-05 0.2 0.004472
0.204496 561 0 0.204496 1.6e-05 0.2 0.00448
0.204504 562 0 0.204504 1.6e-05 0.2 0.004488
0.204512 563 0 0.204512 1.6e-05 0.2 0.004496
0.20452 564 0 0.20452 1.6e-05 0.2 0.004504
0.204528 565 0 0.204528 1.6e-05 0.2 0.004512
0.204536 566 0 0.204536 1.6e-05 0.2 0.00452
0.204544 567 0 0.204544 1.6e-05 0.2 0.004528
0.204552 568 0 0.204552 1.6e-05 0.2 0.004536
0.20456 569 0 0.20456 1.6e-05 0.2 0.004544
0.204568 570 0 0.204568 1.6e-05 0.2 0.004552
0.204576 571 0 0.204576 1.6e-05 0.2 0.00456
0.204584 572 0 0.204584 1.6e-05 0.2 0.004568
0.204592 573 0 0.204592 1.6e-05 0.2 0.004576
0.2046 574 0 0.2046 1.6e-05 0.2 0.004584
0.204608 575 0 0.204608 1.6e-05 0.2 0.004592
0.204616 576 0 0.204616 1.6e-05 0.2 0.0046
0.204624 577 0 0.204624 1.6e-05 0.2 0.004608
0.204632 578 0 0.204632 1.6e-05 0.2 0.004616
0.20464 579 0 0.20464 1.6e-05 0.2 0.004624
0.204648 580 0 0.204648 1.6e-05 0.2 0.004632
0.204656 581 0 0.204656 1.6e-05 0.2 0.00464
0.204664 582 0 0.204664 1.6e-05 0.2 0.004648
0.204672 583 0 0.204672 1.6e-05 0.2 0.004656
0.20468 584 0 0.20468 1.6e-05 0.2 0.004664
0.204688 585 0 0.204688 1.6e-05 0.2 0.004672
0.204696 586 0 0.204696 1.6e-05 0.2 0.00468
0.204704 587 0 0.204704 1.6e-05 0.2 0.004688
0.204712 588 0 0.204712 1.6e-05 0.2 0.004696
0.20472 589 0 0.20472 1.6e-05 0.2 0.004704
0.204728 590 0 0.204728 1.6e-05 0.2 0.004712
0.204736 591 0 0.204736 1.6e-05 0.2 0.00472
0.204744 592 0 0.204744 1.6e-05 0.2 0.004728
0.204752 593 0 0.204752 1.6e-05 0.2 0.004736
0.20476 594 0 0.20476 1.6e-05 0.2 0.004744
0.204768 595 0 0.204768 1.6e-05 0.2 0.004752
0.204776 596 0 0.204776 1.6e-05 0.2 0.00476
0.204784 597 0 0.204784 1.6e-05 0.2 0.004768
0.204792 598 0 0.204792 1.6e-05 0.2 0.004776
0.2048 599 0 0.2048 1.6e-05 0.2 0.004784
0.204808 600 0 0.204808 1.6e-05 0.2 0.004792
0.204816 601 0 0.204816 1.6e-05 0.2 0.0048
0.204824 602 0 0.204824 1.6e-05 0.2 0.004808
0.204832 603 0 0.204832 1.6e-05 0.2 0.004816
0.20484 604 0 0.20484 1.6e-05 0.2 0.004824
0.204848 605 0 0.204848 1.6e-05 0.2 0.004832
0.204856 606 0 0.204856 1.6e-05 0.2 0.00484
0.204864 607 0 0.204864 1.6e-05 0.2 0.004848
0.204872 608 0 0.204872 1.6e-05 0.2 0.004856
0.20488 609 0 0.20488 1.6e-05 0.2 0.004864
0.204888 610 0 0.204888 1.6e-05 0.2 0.004872
0.204896 611 0 0.204896 1.6e-05 0.2 0.00488
0.204904 612 0 0.204904 1.6e-05 0.2 0.004888
0.204912 613 0 0.204912 1.6e-05 0.2 0.004896
0.20492 614 0 0.20492 1.6e-05 0.2 0.004904
0.204928 615 0 0.204928 1.6e-05 0.2 0.004912
0.204936 616 0 0.204936 1.6e-05 0.2 0.00492
0.204944 617 0 0.204944 1.6e-05 0.2 0.004928
0.204952 618 0 0.204952 1.6e-05 0.2 0.004936
0.20496 619 0 0.20496 1.6e-05 0.2 0.004944
0.204968 620 0 0.204968 1.6e-05 0.2 0.004952
0.204976 621 0 0.204976 1.6e-05 0.2 0.00496
0.204984 622 0 0.204984 1.6e-05 0.2 0.004968
0.204992 623 0 0.204992 1.6e-05 0.2 0.004976
0.205 624 0 0.205 1.6e-05 0.2 0.004984
0.205008 625 0 0.205008 1.6e-05 0.2 0.004992
0.205016 626 0 0.205016 1.6e-05 0.2 0.005
0.205024 627 0 0.205024 1.6e-05 0.2 0.005008
0.205032 628 0 0.205032 1.6e-05 0.2 0.005016
0.20504 629 0 0.20504 1.6e-05 0.2 0.005024
0.205048 630 0 0.205048 1.6e-05 0.2 0.005032
0.205056 631 0 0.205056 1.6e-05 0.2 0.00504
0.205064 632 0 0.205064 1.6e-05 0.2 0.005048
0.205072 633 0 0.205072 1.6e-05 0.2 0.005056
0.20508 634 0 0.20508 1.6e-05 0.2 0.005064
0.205088 635 0 0.205088 1.6e-05 0.2 0.005072
0.205096 636 0 0.205096 1.6e-05 0.2 0.00508
0.205104 637 0 0.205104 1.6e-05 0.2 0.005088
0.205112 638 0 0.205112 1.6e-05 0.2 0.005096
0.20512 639 0 0.20512 1.6e-05 0.2 0.005104
0.205128 640 0 0.205128 1.6e-05 0.2 0.005112
0.205136 641 0 0.205136 1.6e-05 0.2 0.00512
0.205144 642 0 0.205144 1.6e-05 0.2 0.005128
0.205152 643 0 0.205152 1.6e-05 0.2 0.005136
0.20516 644 0 0.20516 1.6e-05 0.2 0.005144
0.205168 645 0 0.205168 1.6e-05 0.2 0.005152
0.205176 646 0 0.205176 1.6e-05 0.2 0.00516
0.205184 647 0 0.205184 1.6e-05 0.2 0.005168
0.205192 648 0 0.205192 1.6e-05 0.2 0.005176
0.2052 649 0 0.2052 1.6e-05 0.2 0.005184
0.205208 650 0 0.205208 1.6e-05 0.2 0.005192
0.205216 651 0 0.205216 1.6e-05 0.2 0.0052
0.205224 652 0 0.205224 1.6e-05 0.2 0.005208
0.205232 653 0 0.205232 1.6e-05 0.2 0.005216
0.20524 654 0 0.20524 1.6e-05 0.2 0.005224
0.205248 655 0 0.205248 1.6e-05 0.2 0.005232
0.205256 656 0 0.205256 1.6e-05 0.2 0.00524
0.205264 657 0 0.205264 1.6e-05 0.2 0.005248
0.205272 658 0 0.205272 1.6e-05 0.2 0.005256
0.20528 659 0 0.20528 1.6e-05 0.2 0.005264
0.205288 660 0 0.205288 1.6e-05 0.2 0.005272
0.205296 661 0 0.205296 1.6e-05 0.2 0.00528
0.205304 662 0 0.205304 1.6e-05 0.2 0.005288
0.205312 663 0 0.205312 1.6e-05 0.2 0.005296
0.20532 664 0 0.20532 1.6e-05 0.2 0.005304
0.205328 665 0 0.205328 1.6e-05 0.2 0.005312
0.205336 666 0 0.205336 1.6e-05 0.2 0.00532
0.205344 667 0 0.205344 1.6e-05 0.2 0.005328
0.205352 668 0 0.205352 1.6e-05 0.2 0.005336
0.20536 669 0 0.20536 1.6e-05 0.2 0.005344
0.205368 670 0 0.205368 1.6e-05 0.2 0.005352
0.205376 671 0 0.205376 1.6e-05 0.2 0.00536
0.205384 672 0 0.205384 1.6e-05 0.2 0.005368
0.205392 673 0 0.205392 1.6e-05 0.2 0.005376
0.2054 674 0 0.2054 1.6e-05 0.2 0.005384
0.205408 675 0 0.205408 1.6e-05 0.2 0.005392
0.205416 676 0 0.205416 1.6e-05 0.2 0.0054
0.205424 677 0 0.205424 1.6e-05 0.2 0.005408
0.205432 678 0 0.205432 1.6e-05 0.2 0.005416
0.20544 679 0 0.20544 1.6e-05 0.2 0.005424
0.205448 680 0 0.205448 1.6e-05 0.2 0.005432
0.205456 681 0 0.205456 1.6e-05 0.2 0.00544
0.205464 682 0 0.205464 1.6e-05 0.2 0.005448
0.205472 683 0 0.205472 1.6e-05 0.2 0.005456
0.20548 684 0 0.20548 1.6e-05 0.2 0.005464
0.205488 685 0 0.205488 1.6e-05 0.2 0.005472
0.205496 686 0 0.205496 1.6e-05 0.2 0.00548
0.205504 687 0 0.205504 1.6e-05 0.2 0.005488
0.205512 688 0 0.205512 1.6e-05 0.2 0.005496
0.20552 689 0 0.20552 1.6e-05 0.2 0.005504
0.205528 690 0 0.205528 1.6e-05 0.2 0.005512
0.205536 691 0 0.205536 1.6e-05 0.2 0.00552
0.205544 692 0 0.205544 1.6e-05 0.2 0.005528
0.205552 693 0 0.205552 1.6e-05 0.2 0.005536
0.20556 694 0 0.20556 1.6e-05 0.2 0.005544
0.205568 695 0 0.205568 1.6e-05 0.2 0.005552
0.205576 696 0 0.205576 1.6e-05 0.2 0.00556
0.205584 697 0 0.205584 1.6e-05 0.2 0.005568
0.205592 698 0 0.205592 1.6e-05 0.2 0.005576
0.2056 699 0 0.2056 1.6e-05 0.2 0.005584
0.205608 700 0 0.205608 1.6e-05 0.2 0.005592
0.205616 701 0 0.205616 1.6e-05 0.2 0.0056
0.205624 702 0 0.205624 1.6e-05 0.2 0.005608
0.205632 703 0 0.205632 1.6e-05 0.2 0.005616
0.20564 704 0 0.20564 1.6e-05 0.2 0.005624
0.205648 705 0 0.205648 1.6e-05 0.2 0.005632
0.205656 706 0 0.205656 1.6e-05 0.2 0.00564
0.205664 707 0 0.205664 1.6e-05 0.2 0.005648
0.205672 708 0 0.205672 1.6e-05 0.2 0.005656
0.20568 709 0 0.20568 1.6e-05 0.2 0.005664
0.205688 710 0 0.205688 1.6e-05 0.2 0.005672
0.205696 711 0 0.205696 1.6e-05 0.2 0.00568
0.205704 712 0 0.205704 1.6e-05 0.2 0.005688
0.205712 713 0 0.205712 1.6e-05 0.2 0.005696
0.20572 714 0 0.20572 1.6e-05 0.2 0.005704
0.205728 715 0 0.205728 1.6e-05 0.2 0.005712
0.205736 716 0 0.205736 1.6e-05 0.2 0.00572
0.205744 717 0 0.205744 1.6e-05 0.2 0.005728
0.205752 718 0 0.205752 1.6e-05 0.2 0.005736
0.20576 719 0 0.20576 1.6e-05 0.2 0.005744
0.205768 720 0 0.205768 1.6e-05 0.2 0.005752
0.205776 721 0 0.205776 1.6e-05 0.2 0.00576
0.205784 722 0 0.205784 1.6e-05 0.2 0.005768
0.205792 723 0 0.205792 1.6e-05 0.2 0.005776
0.2058 724 0 0.2058 1.6e-05 0.2 0.005784
0.205808 725 0 0.205808 1.6e-05 0.2 0.005792
0.205816 726 0 0.205816 1.6e-05 0.2 0.0058
0.205824 727 0 0.205824 1.6e-05 0.2 0.005808
0.205832 728 0 0.205832 1.6e-05 0.2 0.005816
0.20584 729 0 0.20584 1.6e-05 0.2 0.005824
0.205848 730 0 0.205848 1.6e-05 0.2 0.005832
0.205856 731 0 0.205856 1.6e-05 0.2 0.00584
0.205864 732 0 0.205864 1.6e-05 0.2 0.005848
0.205872 733 0 0.205872 1.6e-05 0.2 0.005856
0.20588 734 0 0.20588 1.6e-05 0.2 0.005864
0.205888 735 0 0.205888 1.6e-05 0.2 0.005872
0.205896 736 0 0.205896 1.6e-05 0.2 0.00588
0.205904 737 0 0.205904 1.6e-05 0.2 0.005888
0.205912 738 0 0.205912 1.6e-05 0.2 0.005896
0.20592 739 0 0.20592 1.6e-05 0.2 0.005904
0.205928 740 0 0.205928 1.6e-05 0.2 0.005912
0.205936 741 0 0.205936 1.6e-05 0.2 0.00592
0.205944 742 0 0.205944 1.6e-05 0.2 0.005928
0.205952 743 0 0.205952 1.6e-05 0.2 0.005936
0.20596 744 0 0.20596 1.6e-05 0.2 0.005944
0.205968 745 0 0.205968 1.6e-05 0.2 0.005952
0.205976 746 0 0.205976 1.6e-05 0.2 0.00596
0.205984 747 0 0.205984 1.6e-05 0.2 0.005968
0.205992 748 0 0.205992 1.6e-05 0.2 0.005976
0.206 749 0 0.206 1.6e-05 0.2 0.005984
0.206008 750 0 0.206008 1.6e-05 0.2 0.005992
0.206016 751 0 0.206016 1.6e-05 0.2 0.006
0.206024 752 0 0.206024 1.6e-05 0.2 0.006008
0.206032 753 0 0.206032 1.6e-05 0.2 0.006016
0.20604 754 0 0.20604 1.6e-05 0.2 0.006024
0.206048 755 0 0.206048 1.6e-05 0.2 0.006032
0.206056 756 0 0.206056 1.6e-05 0.2 0.00604
0.206064 757 0 0.206064 1.6e-05 0.2 0.006048
0.206072 758 0 0.206072 1.6e-05 0.2 0.006056
0.20608 759 0 0.20608 1.6e-05 0.2 0.006064
0.206088 760 0 0.206088 1.6e-05 0.2 0.006072
0.206096 761 0 0.206096 1.6e-05 0.2 0.00608
0.206104 762 0 0.206104 1.6e-05 0.2 0.006088
0.206112 763 0 0.206112 1.6e-05 0.2 0.006096
0.20612 764 0 0.20612 1.6e-05 0.2 0.006104
0.206128 765 0 0.206128 1.6e-05 0.2 0.006112
0.206136 766 0 0.206136 1.6e-05 0.2 0.00612
0.206144 767 0 0.206144 1.6e-05 0.2 0.006128
0.206152 768 0 0.206152 1.6e-05 0.2 0.006136
0.20616 769 0 0.20616 1.6e-05 0.2 0.006144
0.206168 770 0 0.206168 1.6e-05 0.2 0.006152
0.206176 771 0 0.206176 1.6e-05 0.2 0.00616
0.206184 772 0 0.206184 1.6e-05 0.2 0.006168
0.206192 773 0 0.206192 1.6e-05 0.2 0.006176
0.2062 774 0 0.2062 1.6e-05 0.2 0.006184
0.206208 775 0 0.206208 1.6e-05 0.2 0.006192
0.206216 776 0 0.206216 1.6e-05 0.2 0.0062
0.206224 777 0 0.206224 1.6e-05 0.2 0.006208
0.206232 778 0 0.206232 1.6e-05 0.2 0.006216
0.20624 779 0 0.20624 1.6e-05 0.2 0.006224
0.206248 780 0 0.206248 1.6e-05 0.2 0.006232
0.206256 781 0 0.206256 1.6e-05 0.2 0.00624
0.206264 782 0 0.206264 1.6e-05 0.2 0.006248
0.206272 783 0 0.206272 1.6e-05 0.2 0.006256
0.20628 784 0 0.20628 1.6e-05 0.2 0.006264
0.206288 785 0 0.206288 1.6e-05 0.2 0.006272
0.206296 786 0 0.206296 1.6e-05 0.2 0.00628
0.206304 787 0 0.206304 1.6e-05 0.2 0.006288
0.206312 788 0 0.206312 1.6e-05 0.2 0.006296
0.20632 789 0 0.20632 1.6e-05 0.2 0.006304
0.206328 790 0 0.206328 1.6e-05 0.2 0.006312
0.206336 791 0 0.206336 1.6e-05 0.2 0.00632
0.206344 792 0 0.206344 1.6e-05 0.2 0.006328
0.206352 793 0 0.206352 1.6e-05 0.2 0.006336
0.20636 794 0 0.20636 1.6e-05 0.2 0.006344
0.206368 795 0 0.206368 1.6e-05 0.2 0.006352
0.206376 796 0 0.206376 1.6e-05 0.2 0.00636
0.206384 797 0 0.206384 1.6e-05 0.2 0.006368
0.206392 798 0 0.206392 1.6e-05 0.2 0.006376
0.2064 799 0 0.2064 1.6e-05 0.2 0.006384
0.206408 800 0 0.206408 1.6e-05 0.2 0.006392
0.206416 801 0 0.206416 1.6e-05 0.2 0.0064
0.206424 802 0 0.206424 1.6e-05 0.2 0.006408
0.206432 803 0 0.206432 1.6e-05 0.2 0.006416
0.20644 804 0 0.20644 1.6e-05 0.2 0.006424
0.206448 805 0 0.206448 1.6e-05 0.2 0.006432
0.206456 806 0 0.206456 1.6e-05 0.2 0.00644
0.206464 807 0 0.206464 1.6e-05 0.2 0.006448
0.206472 808 0 0.206472 1.6e-05 0.2 0.006456
0.20648 809 0 0.20648 1.6e-05 0.2 0.006464
0.206488 810 0 0.206488 1.6e-05 0.2 0.006472
0.206496 811 0 0.206496 1.6e-05 0.2 0.00648
0.206504 812 0 0.206504 1.6e-05 0.2 0.006488
0.206512 813 0 0.206512 1.6e-05 0.2 0.006496
0.20652 814 0 0.20652 1.6e-05 0.2 0.006504
0.206528 815 0 0.206528 1.6e-05 0.2 0.006512
0.206536 816 0 0.206536 1.6e-05 0.2 0.00652
0.206544 817 0 0.206544 1.6e-05 0.2 0.006528
0.206552 818 0 0.206552 1.6e-05 0.2 0.006536
0.20656 819 0 0.20656 1.6e-05 0.2 0.006544
0.206568 820 0 0.206568 1.6e-05 0.2 0.006552
0.206576 821 0 0.206576 1.6e-05 0.2 0.00656
0.206584 822 0 0.206584 1.6e-05 0.2 0.006568
0.206592 823 0 0.206592 1.6e-05 0.2 0.006576
0.2066 824 0 0.2066 1.6e-05 0.2 0.006584
0.206608 825 0 0.206608 1.6e-05 0.2 0.006592
0.206616 826 0 0.206616 1.6e-05 0.2 0.0066
0.206624 827 0 0.206624 1.6e-05 0.2 0.006608
0.206632 828 0 0.206632 1.6e-05 0.2 0.006616
0.20664 829 0 0.20664 1.6e-05 0.2 0.006624
0.206648 830 0 0.206648 1.6e-05 0.2 0.006632
0.206656 831 0 0.206656 1.6e-05 0.2 0.00664
0.206664 832 0 0.206664 1.6e-05 0.2 0.006648
0.206672 833 0 0.206672 1.6e-05 0.2 0.006656
0.20668 834 0 0.20668 1.6e-05 0.2 0.006664
0.206688 835 0 0.206688 1.6e-05 0.2 0.006672
0.206696 836 0 0.206696 1.6e-05 0.2 0.00668
0.206704 837 0 0.206704 1.6e-05 0.2 0.006688
0.206712 838 0 0.206712 1.6e-05 0.2 0.006696
0.20672 839 0 0.20672 1.6e-05 0.2 0.006704
0.206728 840 0 0.206728 1.6e-05 0.2 0.006712
0.206736 841 0 0.206736 1.6e-05 0.2 0.00672
0.206744 842 0 0.206744 1.6e-05 0.2 0.006728
0.206752 843 0 0.206752 1.6e-05 0.2 0.006736
0.20676 844 0 0.20676 1.6e-05 0.2 0.006744
0.206768 845 0 0.206768 1.6e-05 0.2 0.006752
0.206776 846 0 0.206776 1.6e-05 0.2 0.00676
0.206784 847 0 0.206784 1.6e-05 0.2 0.006768
0.206792 848 0 0.206792 1.6e-05 0.2 0.006776
0.2068 849 0 0.2068 1.6e-05 0.2 0.006784
0.206808 850 0 0.206808 1.6e-05 0.2 0.006792
0.206816 851 0 0.206816 1.6e-05 0.2 0.0068
0.206824 852 0 0.206824 1.6e-05 0.2 0.006808
0.206832 853 0 0.206832 1.6e-05 0.2 0.006816
0.20684 854 0 0.20684 1.6e-05 0.2 0.006824
0.206848 855 0 0.206848 1.6e-05 0.2 0.006832
0.206856 856 0 0.206856 1.6e-05 0.2 0.00684
0.206864 857 0 0.206864 1.6e-05 0.2 0.006848
0.206872 858 0 0.206872 1.6e-05 0.2 0.006856
0.20688 859 0 0.20688 1.6e-05 0.2 0.006864
0.206888 860 0 0.206888 1.6e-05 0.2 0.006872
0.206896 861 0 0.206896 1.6e-05 0.2 0.00688
0.206904 862 0 0.206904 1.6e-05 0.2 0.006888
0.206912 863 0 0.206912 1.6e-05 0.2 0.006896
0.20692 864 0 0.20692 1.6e-05 0.2 0.006904
0.206928 865 0 0.206928 1.6e-05 0.2 0.006912
0.206936 866 0 0.206936 1.6e-05 0.2 0.00692
0.206944 867 0 0.206944 1.6e-05 0.2 0.006928
0.206952 868 0 0.206952 1.6e-05 0.2 0.006936
0.20696 869 0 0.20696 1.6e-05 0.2 0.006944
0.206968 870 0 0.206968 1.6e-05 0.2 0.006952
0.206976 871 0 0.206976 1.6e-05 0.2 0.00696
0.206984 872 0 0.206984 1.6e-05 0.2 0.006968
0.206992 873 0 0.206992 1.6e-05 0.2 0.006976
0.207 874 0 0.207 1.6e-05 0.2 0.006984
0.207008 875 0 0.207008 1.6e-05 0.2 0.006992
0.207016 876 0 0.207016 1.6e-05 0.2 0.007
0.207024 877 0 0.207024 1.6e-05 0.2 0.007008
0.207032 878 0 0.207032 1.6e-05 0.2 0.007016
0.20704 879 0 0.20704 1.6e-05 0.2 0.007024
0.207048 880 0 0.207048 1.6e-05 0.2 0.007032
0.207056 881 0 0.207056 1.6e-05 0.2 0.00704
0.207064 882 0 0.207064 1.6e-05 0.2 0.007048
0.207072 883 0 0.207072 1.6e-05 0.2 0.007056
0.20708 884 0 0.20708 1.6e-05 0.2 0.007064
0.207088 885 0 0.207088 1.6e-05 0.2 0.007072
0.207096 886 0 0.207096 1.6e-05 0.2 0.00708
0.207104 887 0 0.207104 1.6e-05 0.2 0.007088
0.207112 888 0 0.207112 1.6e-05 0.2 0.007096
0.20712 889 0 0.20712 1.6e-05 0.2 0.007104
0.207128 890 0 0.207128 1.6e-05 0.2 0.007112
0.207136 891 0 0.207136 1.6e-05 0.2 0.00712
0.207144 892 0 0.207144 1.6e-05 0.2 0.007128
0.207152 893 0 0.207152 1.6e-05 0.2 0.007136
0.20716 894 0 0.20716 1.6e-05 0.2 0.007144
0.207168 895 0 0.207168 1.6e-05 0.2 0.007152
0.207176 896 0 0.207176 1.6e-05 0.2 0.00716
0.207184 897 0 0.207184 1.6e-05 0.2 0.007168
0.207192 898 0 0.207192 1.6e-05 0.2 0.007176
0.2072 899 0 0.2072 1.6e-05 0.2 0.007184
0.207208 900 0 0.207208 1.6e-05 0.2 0.007192
0.207216 901 0 0.207216 1.6e-05 0.2 0.0072
0.207224 902 0 0.207224 1.6e-05 0.2 0.007208
0.207232 903 0 0.207232 1.6e-05 0.2 0.007216
0.20724 904 0 0.20724 1.6e-05 0.2 0.007224
0.207248 905 0 0.207248 1.6e-05 0.2 0.007232
0.207256 906 0 0.207256 1.6e-05 0.2 0.00724
0.207264 907 0 0.207264 1.6e-05 0.2 0.007248
0.207272 908 0 0.207272 1.6e-05 0.2 0.007256
0.20728 909 0 0.20728 1.6e-05 0.2 0.007264
0.207288 910 0 0.207288 1.6e-05 0.2 0.007272
0.207296 911 0 0.207296 1.6e-05 0.2 0.00728
0.207304 912 0 0.207304 1.6e-05 0.2 0.007288
0.207312 913 0 0.207312 1.6e-05 0.2 0.007296
0.20732 914 0 0.20732 1.6e-05 0.2 0.007304
0.207328 915 0 0.207328 1.6e-05 0.2 0.007312
0.207336 916 0 0.207336 1.6e-05 0.2 0.00732
0.207344 917 0 0.207344 1.6e-05 0.2 0.007328
0.207352 918 0 0.207352 1.6e-05 0.2 0.007336
0.20736 919 0 0.20736 1.6e-05 0.2 0.007344
0.207368 920 0 0.207368 1.6e-05 0.2 0.007352
0.207376 921 0 0.207376 1.6e-05 0.2 0.00736
0.207384 922 0 0.207384 1.6e-05 0.2 0.007368
0.207392 923 0 0.207392 1.6e-05 0.2 0.007376
0.2074 924 0 0.2074 1.6e-05 0.2 0.007384
0.207408 925 0 0.207408 1.6e-05 0.2 0.007392
0.207416 926 0 0.207416 1.6e-05 0.2 0.0074
0.207424 927 0 0.207424 1.6e-05 0.2 0.007408
0.207432 928 0 0.207432 1.6e-05 0.2 0.007416
0.20744 929 0 0.20744 1.6e-05 0.2 0.007424
